10/17/21 06:48:00;127.0.0.1:4444;10;"bismillah
"
10/17/21 06:48:22;127.0.0.1:4444;10;"bismillah
"
10/17/21 06:48:44;127.0.0.1:4444;14;"alhamdulillah
"
